url,price,city_region,description
https://www.mubawab.tn/en/a/7568156/home-to-buy-in-djerba-large-area-240-m%C2%B2-fully-furnished-,"350,000 TND
						","Djerba in
				Djerba
			","Seize the opportunity with this house for sale. Price 350,000 TND. 4 rooms, 2 bathrooms, 240 m². 7 rooms. Less than 10 years. New furniture.,This beautiful house is for sale in Djerba. Equipped with a satellite dish. The residence is secured. Garden and terrace suitable for relaxation.,Schedule your visit to this exceptional house now. Boiler. Air conditioning. Tumble dryer.,Close to all amenities: public transport and hospitals in 1.2 kilometer, cafes and restaurants in 1.5 kilometer, shops in 300 meters, educational establishments in 650 meters, beach in 2.6 kilometers.
				,
				,
				Djerba, Djerba
			,School,Shop,Hospital,Transport,
						,
					,House for sale in Djerba. Area of 105 m². Property with swimming pool,...
					,
						,
					,Beautiful house for sale in Djerba. 3 Hall. Property with swimming pool. ...
					,
						,
					,House for sale in Djerba. 3 rooms. Garden and terrace. 
					,
						,
					,Find your house to buy in Djerba. 3 beautiful rooms. Terrace and garden. ...
					,
						,
					,House for sale in Djerba. Area 150 m². Dressing room. 
					,
						,
					,House for sale in Djerba. 6 rooms. Well furnished. 
					,
						,
					,House for sale in Djerba. 3 beautiful rooms. Green area. 
					,
						,
					,House for sale in Djerba. 5 beautiful rooms. Green areas, Balcony. 
					"
https://www.mubawab.tn/en/a/7644330/home-to-buy-in-la-soukra-dimension-330-m%C2%B2-carpark-balcony-,"1,300,000 TND
						","La Soukra in
				La Soukra
			","Unique opportunity on this house for sale. Price 1,300,000 TND. 4 bedrooms, 4 bathrooms, 330 m². 5 rooms. Less than 1 year. Covering: Marble. Thermal insulation and soundproofing, Secured door, Central air conditioning.,Come and check out this house for sale in La Soukra. Comfortable and well equipped with swimming pool and air conditioning. Fully equipped kitchen.,Contact us if you are interested in this house. Large terrace. Security assured.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport,
						,
					,House for sale in La Soukra. Small area 250 m². Parking spaces and terrace....
					,
						,
					,House for sale in Chotrana 3. 3 lovely rooms. Central heating. 
					,
						,
					,House for sale in Chotrana 2. 5 comfortable rooms. Air conditioning system....
					,
						,
					,Find your house to buy in La Soukra. 5 beautiful rooms. Cellar, Large...
					,
						,
					,House to buy in La Soukra. 6 lovely rooms. Large swimming pool. 
					,
						,
					,House for sale in La Soukra. Area 430 m². Working fireplace, Property with...
					,
						,
					,Find your house to buy in La Soukra. Large area 600 m². Central heating. ...
					,
						,
					,House for sale in La Soukra. 5 lovely rooms. 
					"
https://www.mubawab.tn/en/a/7661266/house-for-sale-in-chotrana-3-6-large-living-areas-private-garden-cellar-,"800,000 TND
						","Chotrana 3 in
				La Soukra
			","Find out about this house for sale. Price 800,000 TND. 4 rooms, 4 bathrooms, 304 m². 6 rooms. Good condition. Thermal insulation, Robust door, Central air conditioning.,This house is for sale in Chotrana 3. Enjoy a beautiful garden and a terrace. Also has a garage. Enjoy the comfort of the air conditioning. The residence also has a caretaker service.,Be the first to visit this house for sale. Cooker with oven. Security. Equipped kitchen.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport,
						,
					,House to buy in Chotrana 1. Total area 209 m². Gardeners, Large terrace. ...
					,
						,
					,Beautiful house for sale in La Soukra. 4 rooms. Carpark and terrace. 
					,
						,
					,House for sale in Chotrana 1. Area of 234 m². Double glazed window, Central...
					,
						,
					,House for sale in Chotrana 1. 4 large living areas. Reinforced door and...
					,
						,
					,Beautiful house for sale in Chotrana 1. Dimension 209 m². Carpark, Balcony....
					,
						,
					,House for sale in La Soukra. 4 rooms. Parking spaces and garden. 
					,
						,
					,House for sale in Borj Louzir. 5 rooms. Gardeners, Large terrace. 
					,
						,
					,Beautiful house for sale in La Soukra. 4 rooms. Parking spaces and garden. ...
					"
https://www.mubawab.tn/en/a/7724757/house-for-sale-in-la-manouba-dimension-500-m%C2%B2-central-heating-,"480,000 TND
						","La Manouba in
				La Manouba
			","Don't miss out on this house for sale. Price 480,000 TND. 8 rooms, 500 m². Comfortable and well equipped with swimming pool and air conditioning.,This house is for sale in La Manouba, La Manouba. Air conditioned. Fully equipped kitchen.,Nearby: school and secondary school in 200 meters, shops in 300 meters, supermarket in 2.2 kilometers.
				,
				,
				La Manouba, La Manouba
			,School,Shop,Hospital,Transport,
						,
					,Apartment to purchase in La Manouba. Dimension 141 m². Air conditioning...
					,
						,
					,Sell apartment in La Manouba. 3 rooms. Parking spaces and terrace. 
					,
						,
					,Beautiful house for sale in Denden. 6 comfortable rooms. Carpark and...
					,
						,
					,Very nice house for sale in La Manouba. 3 beautiful rooms. Parking spaces...
					,
						,
					,Very nice house for sale in La Manouba. Surface area 470 m². Air...
					"
https://www.mubawab.tn/en/a/7575227/home-to-buy-in-la-soukra-12-beautiful-rooms-property-with-swimming-pool-integrated-air-conditioning-,"12,000,000 TND
						","La Soukra in
				La Soukra
			","Very nice property for sale. Price 12,000,000 TND. 12 rooms, area 68000 m². Absolute comfort with swimming pool and air conditioning.,Come and check out this house for sale in La Soukra. In addition to a terrace, a carpark is at your disposal. Cooker with oven.,Schedule your visit to this exceptional house now. Central heating.,Nearby: hospitals in 2.8 kilometers, shops in 400 meters, school and secondary school in 1.2 kilometer.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport"
https://www.mubawab.tn/en/a/7584937/house-for-sale-in-chotrana-3-3-lovely-rooms-central-heating-,"1,200,000 TND
						","Chotrana 3 in
				La Soukra
			","Find out about this house for sale. Price 1,200,000 TND. 3 rooms, 500 m². Integrated air conditioners.,Come and check out this house for sale in Chotrana 3, La Soukra. Fitted kitchen. Air conditioned.,Close to all amenities: schools in 2.3 kilometers, shops in 200 meters.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport,
						,
					,House for sale in La Soukra. Small area 250 m². Parking spaces and terrace....
					,
						,
					,House to buy in La Soukra. 7 rooms. Beautiful terrace. 
					,
						,
					,Find your house to buy in La Soukra. Large area 500 m². Cellar, Large...
					,
						,
					,Find your house to buy in La Soukra. 5 beautiful rooms. Cellar, Large...
					,
						,
					,Home to buy in La Soukra. Dimension 330 m². Carpark, Balcony. 
					,
						,
					,House for sale in La Soukra. Area 430 m². Working fireplace, Property with...
					,
						,
					,Find your house to buy in La Soukra. Large area 600 m². Central heating. ...
					,
						,
					,House for sale in La Soukra. 5 lovely rooms. 
					"
https://www.mubawab.tn/en/a/7585691/beautiful-house-for-sale-in-la-soukra-area-1400-m%C2%B2-car-park-,"2,300,000 TND
						","La Soukra in
				La Soukra
			","Unique opportunity on this house for sale. Price 2,300,000 TND. 7 rooms, area 1400 m². Comfortable and well equipped with swimming pool and air conditioning.,Come and check out this house for sale in La Soukra. Central heating. Garage.,Be the first to visit this house for sale. Fully equipped kitchen.,Close to all amenities: hospitals in 2.8 kilometers, retailers in 400 meters, schools in 1.2 kilometer.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport,
						,
					,Land to buy in Borj Louzir. Small area 4400 m². 
					,
						,
					,Land for sale in Borj Louzir. Total area 3950 m². 
					,
						,
					,Beautiful house for sale in La Soukra. 7 beautiful rooms. Carpark, Balcony....
					,
						,
					,House for sale in La Soukra. Area 1065 m². Equipped kitchen. 
					,
						,
					,Luxury Villa for sale in La Soukra. 5 large rooms. Green areas, Parking...
					"
https://www.mubawab.tn/en/a/7575207/house-for-sale-in-la-soukra-dimension-2301-m%C2%B2-parking-spaces-and-terrace-,"8,000,000 TND
						","La Soukra in
				La Soukra
			","Very nice property for sale. Price 8,000,000 TND. 4 rooms, 2301 m². Cellar, Large terrace.,This beautiful house is for sale in La Soukra, La Soukra. Property with swimming pool.,Nearby: hospitals in 2.8 kilometers, retailers in 400 meters, educational establishments in 1.2 kilometer.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport"
https://www.mubawab.tn/en/a/7719657/house-for-sale-in-gammarth-2-beautiful-rooms-,"850,000 TND
						","Gammarth in
				La Marsa
			","Come and visit this beautiful house for sale. Price 850,000 TND. 2 rooms, 1 bathroom, area 252 m². 2 rooms. New. Garden and lift.,This beautiful house is for sale in Gammarth, La Marsa. Residence with swimming pool.
				,
				,
				La Marsa, Tunis
			,School,Shop,Hospital,Transport,
						,
					,Home to buy in La Marsa. 2 beautiful rooms. Gardeners, Large terrace. 
					,
						,
					,House for sale in La Marsa. 5 comfortable rooms. Beautiful terrace and...
					,
						,
					,House for sale in Cité Les Pins. Surface area 140 m². Robust door, Air...
					,
						,
					,House for sale in La Marsa. Small area 310 m². Secured 24/7. 
					,
						,
					,Find your house to buy in Ain Zaghouan Nord. Small area 200 m². Parking...
					,
						,
					,Very nice house for sale in Cité des Juges. 3 beautiful rooms. Green area,...
					,
						,
					,House for sale in Ain Zaghouan Nord. Small area 200 m². Reinforced door and...
					,
						,
					,Home to buy in Ain Zaghouan Nord. 4 comfortable rooms. Double glazed...
					"
https://www.mubawab.tn/en/a/7721568/house-to-buy-area-220-m%C2%B2-beautiful-terrace-and-garden-,"70,000 TND
						","El Haouaria
			","Amazing deal on this house for sale. Price 70,000 TND. 2 rooms, 1 bathroom, area 220 m². 2 rooms. Less than 20 years. You will have a terrace and a garden.,This house is for sale . General satellite dish. Quiet surroundings with mountain view.,Schedule your visit to this exceptional house now.,Close to all amenities: educational establishments in 150 meters, shops in 350 meters, pharmacy in 400 meters, shopping centre in 450 meters.
				,
				,
				El Haouaria, Nabeul
			,School,Shop,Hospital,Transport"
https://www.mubawab.tn/en/a/7624086/very-nice-house-for-sale-in-sidi-jmour-5-beautiful-rooms-fireplace-,"760,000 TND
						","Sidi Jmour in
				Houmt Souk
			","Come and visit this beautiful house for sale. Price 760,000 TND. 9 living areas, 3 bathrooms, area 5330 m². 5 bedrooms. New. Fantastic terrace.,This beautiful house is for sale in Sidi Jmour, Houmt Souk. Enjoy the comfort of a beautiful fireplace.
				,
				,
				Houmt Souk, Djerba
			,School,Shop,Hospital,Transport,
						,
					,Home to buy in Houmt Souk. Area of 1030 m². Green areas, Balcony. 
					"
https://www.mubawab.tn/en/a/7604286/house-for-sale-in-borj-louzir-5-rooms-gardeners-large-terrace-,"680,000 TND
						","Borj Louzir in
				La Soukra
			","Don't miss out on this house for sale. Price 680,000 TND. 4 rooms, 1 bathroom, area 514 m². 5 rooms. Green area, Car parking spaces, Large terrace.,This beautiful house is for sale in Borj Louzir, La Soukra.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport,
						,
					,Home to buy in La Soukra. Dimension 212 m². Carpark and terrace. 
					,
						,
					,Beautiful house for sale in La Soukra. 4 rooms. Carpark and terrace. 
					,
						,
					,House for sale in Chotrana 1. Area of 234 m². Double glazed window, Central...
					,
						,
					,House for sale in La Soukra. 4 rooms. Parking spaces and garden. 
					,
						,
					,Beautiful house for sale in La Soukra. 4 rooms. Parking spaces and garden. ...
					,
						,
					,Splendid villa for sale in La Soukra. 3 beautiful rooms. Central heating. ...
					,
						,
					,House for sale in La Soukra. 4 lovely rooms. Garage and terrace. 
					,
						,
					,House for sale in La Soukra. 4 beautiful rooms. Green areas, Parking spaces...
					"
https://www.mubawab.tn/en/a/7669370/house-for-sale-area-160-m%C2%B2-balcony-,"450,000 TND
						","Hammam El Ghezaz
			","Very nice property for sale. Price 450,000 TND. 5 living areas, 5 bathrooms, 160 m². 5 rooms. Less than 1 year. Terrace.,This house is for sale . Superb sea view. Integrated air conditioning.,Close to all amenities: school and secondary school in 2.3 kilometers.
				,
				,
				Hammam El Ghezaz, Nabeul
			,School,Shop,Hospital,Transport,
						,
					,House for sale. 2 beautiful rooms. Well decorated. 
					"
https://www.mubawab.tn/en/a/7700906/find-your-house-to-buy-in-les-jardins-de-carthage-area-of-1-m%C2%B2-double-glazing-and-central-heating-,"Les Jardins de Carthage in
				Le Kram
			","Les Jardins de Carthage in
				Le Kram
			","Find out about this house for sale. 4 living areas, 2 bathrooms. Dimension 1 m². 3 bedrooms. Less than 5 years.,Come and check out this house for sale in Les Jardins de Carthage. Enjoy absolute peace and quiet with double glazed windows. Reinforced door and central heating. Green area, Balcony.,Schedule your visit to this exceptional house now. Many amenities including air conditioning and swimming pool. Spacious European living room. Satellite dish.,Nearby: educational establishments, shops, bookshop and pharmacy in less than 50 meters, shopping centre in 150 meters, cafes and restaurants, station and transport in 250 meters, beach in 300 meters, hospitals in 450 meters, supermarket in 500 meters, taxi service in 1.8 kilometer.
				,
				,
				Le Kram, Tunis
			,School,Shop,Hospital,Transport,
						,
					,Apartment to purchase in Les Jardins de Carthage. 4 lovely rooms. Caretaker...
					,
						,
					,Sell apartment in Les Jardins de Carthage. 5 large living areas. With lift...
					,
						,
					,Beautiful house for sale in Les Jardins de Carthage. 6 large rooms. Thermal...
					,
						,
					,House for sale in Les Jardins de Carthage. 6 large rooms. Caretaker service...
					"
https://www.mubawab.tn/en/a/7726959/house-for-sale-in-aouina-area-of-150-m%C2%B2-secured-door-general-satellite-dish-,"350,000 TND
						","Aouina in
				La Marsa
			","Very nice property for sale. Price 350,000 TND. 4 rooms, 2 bathrooms, area 150 m². 11 rooms. Less than 10 years. Covering: Wooden. Robust door, General satellite dish system.,Come and check out this house for sale in Aouina. Cooker with oven. Fitted kitchen.,Contact us if you are interested in this house. Balcony. Air conditioning.,Nearby: shops in less than 50 meters, schools and pharmacy in 50 meters, bookshop and restaurants in 100 meters, hospitals in 300 meters, commercial area, station and transport in 500 meters, supermarket in 1.0 kilometer, beach in 1.3 kilometer.
				,
				,
				La Marsa, Tunis
			,School,Shop,Hospital,Transport,
						,
					,House for sale in Bhar Lazreg. 4 rooms. Carpark and terrace. 
					,
						,
					,House for sale in Ain Zaghouan Nord. 3 large living areas. Well equipped...
					,
						,
					,House for sale in Cité El Khalil. 5 lovely rooms. Exceptional mountain...
					,
						,
					,House for sale in Cité El Khalil. 4 large rooms. Cellar, Large terrace. ...
					,
						,
					,House for sale in Cité El Hana. Dimension 101 m². Secured door, General...
					,
						,
					,Very nice house for sale in Cité El Khalil. 5 large rooms. Well furnished. ...
					,
						,
					,House to buy in Cité El Khalil. 3 Small bedroom. Parking spaces and...
					"
https://www.mubawab.tn/en/a/7604276/house-for-sale-area-402-m%C2%B2-carpark-and-terrace-,"485,000 TND
						","Raoued
			","Get a great deal with this house for sale. Price 485,000 TND. 5 living areas, 1 bathroom, 402 m². 4 bedrooms. Residence perfectly equipped and a carpark. You will also have a garden and a beautiful terrace.,This beautiful house is for sale . Integrated air conditioners. Fitted kitchen.,Contact us if you are interested in this house. Central air conditioning.
				,
				,
				Raoued, Ariana
			,School,Shop,Hospital,Transport,
						,
					,House to buy in Ariana Essoghra. 7 large living areas. View of the...
					,
						,
					,Home to buy in Raoued. Area of 400 m². Carpark, Balcony. 
					,
						,
					,House to buy in Raoued. 5 comfortable rooms. View facing the sea,...
					,
						,
					,House for sale in Raoued. 8 rooms. Parking spaces and terrace. 
					,
						,
					,House to buy in Cité el Ghazela. 2 comfortable rooms. Private garden. 
					,
						,
					,House to buy in Raoued. 12 rooms. Exceptional sea view, central heating. ...
					,
						,
					,Find your house to buy in Raoued. 6 comfortable rooms. 
					,
						,
					,Find your house to buy in Cité el Ghazela. 5 rooms. Gardeners, Large...
					"
https://www.mubawab.tn/en/a/7659753/house-for-sale-in-chotrana-2-5-comfortable-rooms-air-conditioning-system-,"1,400,000 TND
						","Chotrana 2 in
				La Soukra
			","Get a great deal with this house for sale. Price 1,400,000 TND. 5 living areas, 2 bathrooms, 768 m². 4 rooms. Less than 5 years. Floor type: Marble. Integrated air conditioning.,Come and check out this house for sale in Chotrana 2, La Soukra. Central air conditioning. Garden.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport,
						,
					,House to buy in La Soukra. Dimension 320 m². 
					,
						,
					,House to buy in La Soukra. 6 large rooms. Swimming pool and fireplace. ...
					,
						,
					,House for sale in Chotrana 3. 3 lovely rooms. Central heating. 
					,
						,
					,Home to buy in La Soukra. Dimension 330 m². Carpark, Balcony. 
					,
						,
					,House to buy in La Soukra. 6 lovely rooms. Large swimming pool. 
					,
						,
					,House for sale in La Soukra. Area 430 m². Working fireplace, Property with...
					,
						,
					,House for sale in La Soukra. 5 lovely rooms. 
					,
						,
					,Find your house to buy in La Soukra. Total area 493 m². Carpark and...
					"
https://www.mubawab.tn/en/a/7726336/house-to-buy-in-cit%C3%A9-les-pins-6-rooms-beautiful-terrace-and-garden-,"7,500 TND
						","Cité Les Pins in
				La Marsa
			","Come and visit this beautiful house for sale. Price 7,500 TND. 5 rooms, 4 bathrooms, area 420 m². 6 rooms. New. In addition to a terrace, also has a garden and carpark.,This house is for sale in Cité Les Pins. Property with swimming pool. Equipped kitchen.,Be the first to visit this house for sale.,Nearby: shops in less than 50 meters, school and secondary school and pharmacy in 50 meters, bookshop and cafes and restaurants in 100 meters, hospitals in 300 meters, department store, station and public transport in 500 meters, supermarket in 1.0 kilometer, beach in 1.3 kilometer.
				,
				,
				La Marsa, Tunis
			,School,Shop,Hospital,Transport"
https://www.mubawab.tn/en/a/7726274/house-for-sale-1-living-area-furnished-,"55,000 TND
						","Kélibia
			","Seize the opportunity with this house for sale. Price 55,000 TND. 2 bedrooms, 1 bathroom, 150 m². 1 Rooms. New. Fully furnished.,This house is for sale . Well equipped kitchen. Built-in oven.,Contact us if you are interested in this house. General satellite dish. Large terrace.,Nearby: school and secondary school in 100 meters, shops and pharmacy in 150 meters, bookshop and cafes and restaurants in 200 meters, supermarket in 250 meters, station and public transport in 350 meters, hospitals in 500 meters, beach in 2.7 kilometers.
				,
				,
				Kélibia, Nabeul
			,School,Shop,Hospital,Transport"
https://www.mubawab.tn/en/a/7604707/find-your-house-to-buy-in-la-soukra-area-of-120-m%C2%B2-fully-equipped-kitchen-,"175,000 TND
						","La Soukra in
				La Soukra
			","Come and visit this beautiful house for sale. Price 175,000 TND. 5 living areas, 3 private bathrooms, 120 m². 3 bedrooms. Good condition. Well equipped kitchen.,This house is for sale in La Soukra, La Soukra.,Close to all amenities: schools and shops in less than 50 meters, bookshop and bars and restaurants in 50 meters, pharmacy in 800 meters, supermarket in 2.2 kilometers, large area in 2.4 kilometers, taxi in 2.9 kilometers.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport,
						,
					,Apartment for sale in Borj Louzir. Area of 76 m². Satellite dish and...
					,
						,
					,Home to buy in Dar Fadhal. 10 large living areas. Robust door, General...
					"
https://www.mubawab.tn/en/a/7641076/find-your-house-to-buy-in-ariana-4-large-living-areas-air-conditioning-,"355,000 TND
						","Ariana in
				Ariana Ville
			","Don't miss out on this house for sale. Price 355,000 TND. 4 living areas, 2 private bathrooms, 200 m². 3 bedrooms. Less than 20 years. Floor type: Tiled. Central air conditioning.,This house is for sale in Ariana, Ariana Ville.,Nearby: school and secondary school, shops, bookshop, pharmacy and bars and restaurants in less than 50 meters, commercial area in 150 meters, station and public transport in 350 meters, supermarket in 450 meters, taxi service in 800 meters, hospitals in 1.2 kilometer, beach in 1.9 kilometer.
				,
				,
				Ariana Ville, Ariana
			,School,Shop,Hospital,Transport,
						,
					,Offices & shops for sale in Cité Ennasr 2. Dimension 239 m². Enclosed...
					,
						,
					,Offices & shops for sale in Cité Ennasr 2. Area of 200 m². Closed...
					,
						,
					,Find your house to buy in Riadh al Andalous. Dimension 300 m². Oven. 
					,
						,
					,House to buy in Ariana. 3 rooms. 
					,
						,
					,House to buy in Ariana. Area of 350 m². Secured door, Central air...
					"
https://www.mubawab.tn/en/a/7693071/house-for-sale-in-gammarth-large-area-1000-m%C2%B2-well-equipped-kitchen-,"3,300,000 TND
						","Gammarth in
				La Marsa
			","Come and visit this beautiful house for sale. Price 3,300,000 TND. 5 living areas, 4 bathrooms, area 1000 m². 4 bedrooms. Less than 20 years. Large swimming pool.,This house is for sale in Gammarth, La Marsa. Fitted kitchen. Air conditioned.,Close to all amenities: shops in less than 50 meters, educational establishments and pharmacy in 50 meters, bookshop and cafes and restaurants in 100 meters, hospitals in 300 meters, commercial area, station and public transport in 500 meters, supermarket in 1.0 kilometer, beach in 1.3 kilometer.
				,
				,
				La Marsa, Tunis
			,School,Shop,Hospital,Transport,
						,
					,Beautiful house for sale in La Marsa. 3 rooms. Closed residence. 
					,
						,
					,Home to buy. 7 rooms. Carpark and elevator. 
					,
						,
					,House for sale in Gammarth. Total area 335 m². 
					,
						,
					,Beautiful house for sale in Gammarth. Large area 1400 m². Large swimming...
					,
						,
					,Home to buy in Gammarth. 6 large living areas. Central heating. 
					,
						,
					,Very nice house for sale in La Marsa. Area 700 m². Residence with swimming...
					,
						,
					,Beautiful house for sale in La Marsa. 9 lovely rooms. Garden and terrace. ...
					,
						,
					,Very nice house for sale in Les Berges Du Lac 2. Dimension 616 m². Balcony....
					"
https://www.mubawab.tn/en/a/7696687/very-nice-house-for-sale-in-hammamet-2-beautiful-rooms-central-heating-and-reinforced-door-,"395,000 TND
						","Hammamet in
				Hammamet
			","Amazing deal on this house for sale. Price 395,000 TND. 2 bedrooms, 2 bathrooms, 100 m². 3 rooms. Good condition. Robust door, Air conditioning installation.,This house is for sale in Hammamet. Microwave. Security.,Be the first to visit this house for sale. Built-in oven. Fantastic terrace.,Close to all amenities: educational establishments and retailers in 100 meters, hospitals in 150 meters, bookshop, pharmacy and bars and restaurants in 200 meters, supermarket and large area in 300 meters, station and transport in 500 meters, beach in 800 meters, taxi in 900 meters.
				,
				,
				Hammamet, Nabeul
			,School,Shop,Hospital,Transport,
						,
					,Apartment for sale in Hammamet Sud. Area 131 m². With garage and lift. ...
					,
						,
					,Apartment for sale in Hammamet Sud. 1 Room. Double glazing and reinforced...
					,
						,
					,House for sale in Hammamet. 2 beautiful rooms. Beautiful terrace. 
					,
						,
					,Very nice house for sale in Hammamet. Large area 254 m². Garden. 
					,
						,
					,Beautiful house for sale in Hammamet. 5 large living areas. Green areas,...
					,
						,
					,Home to buy in Hammamet. Area 200 m². Large balcony. 
					,
						,
					,House to buy in Hammamet. 3 rooms. Dressing room. 
					,
						,
					,House for sale in Hammamet. 3 large rooms. Attic. 
					"
https://www.mubawab.tn/en/a/7726294/home-to-buy-in-djerba-large-area-160-m%C2%B2-well-decorated-,"430,000 TND
						","Djerba in
				Djerba
			","Very nice property for sale. Price 430,000 TND. 2 rooms, 3 bathrooms, area 160 m². 3 rooms. Less than 30 years. Ample storage space.,This house is for sale in Djerba. Gardeners, Large terrace. Property with swimming pool, Integrated air conditioning.,Be the first to visit this house for sale. Cooker with oven. Fitted kitchen. General satellite dish system.,Nearby: shops in 100 meters, bars and restaurants in 150 meters, pharmacy in 200 meters, school and secondary school and shopping centre in 250 meters, bookshop in 300 meters, supermarket in 400 meters, hospitals in 500 meters.
				,
				,
				Djerba, Djerba
			,School,Shop,Hospital,Transport,
						,
					,House to buy in Midoune. Area of 135 m². Swimming pool and air...
					,
						,
					,Beautiful house for sale in Djerba. 3 Hall. Property with swimming pool. ...
					,
						,
					,Home to buy in Djerba. Large area 240 m². Fully furnished. 
					,
						,
					,Home to buy in Djerba. 3 beautiful rooms. Garden and terrace. 
					,
						,
					,House for sale in Djerba. Area 150 m². Dressing room. 
					,
						,
					,House to buy in Djerba. 6 rooms. Green area, Balcony. 
					,
						,
					,House for sale in Djerba. 3 beautiful rooms. Green area. 
					,
						,
					,House for sale in Djerba. 3 lovely rooms. Green area. 
					"
https://www.mubawab.tn/en/a/7716622/very-nice-house-for-sale-in-sahloul-area-250-m%C2%B2-fully-equipped-kitchen-,"Sahloul in
				Sousse Jaouhara
			","Sahloul in
				Sousse Jaouhara
			","Very nice property for sale. 5 rooms, 250 m².,Come and check out this house for sale in Sahloul, Sousse Jaouhara. Central heating. Equipped kitchen.,Nearby: shops in less than 50 meters, schools, supermarket and bars and restaurants in 200 meters, bookshop in 250 meters, pharmacy in 400 meters, shopping centre in 600 meters, hospitals in 700 meters, public transport and taxi in 750 meters, station in 2.0 kilometers, beach in 2.8 kilometers.
				,
				,
				Sousse Jaouhara, Sousse
			,School,Shop,Hospital,Transport"
https://www.mubawab.tn/en/a/7674843/house-to-buy-6-lovely-rooms-swimming-pool-,"1,900,000 TND
						","Hammam Sousse
			","Unique opportunity on this house for sale. Price 1,900,000 TND. 6 rooms, area of ​​980 m². Many amenities including air conditioning and swimming pool.,Come and check out this house for sale . Central heating. Parking spaces.,Nearby: shops and bookshop in less than 50 meters, school and secondary school and pharmacy in 50 meters, station and public transport in 200 meters, supermarket and restaurants in 300 meters, large area in 400 meters, hospitals in 2.5 kilometers, taxi in 2.6 kilometers, beach in 2.7 kilometers.
				,
				,
				Hammam Sousse, Sousse
			,School,Shop,Hospital,Transport"
https://www.mubawab.tn/en/a/7726439/beautiful-house-for-sale-in-mnihla-area-of-100-m%C2%B2-balcony-,"Mnihla in
				Mnihla
			","Mnihla in
				Mnihla
			","Don't miss out on this house for sale. 2 rooms, 1 bathroom, area 100 m². Less than 5 years. Covering: Tiled.,This beautiful house is for sale in Mnihla, Mnihla. Balcony.,Close to all amenities: school and secondary school in 50 meters, retailers in 150 meters, bars and restaurants in 200 meters, bookshop in 350 meters, hospitals in 1.1 kilometer, pharmacy and shopping centre in 2.4 kilometers, supermarket in 2.8 kilometers.
				,
				,
				Mnihla, Ariana
			,School,Shop,Hospital,Transport,
						,
					,House to buy in Mnihla. 2 beautiful rooms. 
					"
https://www.mubawab.tn/en/a/7630462/house-for-sale-in-la-soukra-3-rooms-carpark-and-terrace-,"230,000 TND
						","La Soukra in
				La Soukra
			","Seize the opportunity with this house for sale. Price 230,000 TND. 3 living areas, 2 bathrooms, area 124 m². 2 bedrooms. Good condition. In addition to a terrace, a carpark is at your disposal.,Come and check out this house for sale in La Soukra. Air conditioned. Well equipped kitchen.,Schedule your visit to this exceptional house now. Air conditioning system.
				,
				,
				La Soukra, Ariana
			,School,Shop,Hospital,Transport,
						,
					,Fabulous apartment for sale in Borj Louzir. Large area 111 m². Green area,...
					,
						,
					,Apartment for sale in Borj Louzir. Area of 76 m². Satellite dish and...
					,
						,
					,Beautiful house for sale in Chotrana 1. 5 lovely rooms. Garden and garage. ...
					,
						,
					,Find your house to buy in Borj Louzir. Area 218 m². 
					,
						,
					,Beautiful house for sale in Borj Louzir. Area of 218 m². 
					"
https://www.mubawab.tn/en/a/7621915/find-your-house-to-buy-in-bhar-lazreg-3-rooms-air-conditioning-system-,"450,000 TND
						","Bhar Lazreg in
				La Marsa
			","Unique opportunity on this house for sale. Price 450,000 TND. 3 bedrooms, 2 bathrooms, 216 m². 4 rooms. Good condition. Garage.,Come and check out this house for sale in Bhar Lazreg, La Marsa. Air conditioned. Air conditioning.,Close to all amenities: shops in less than 50 meters, schools and pharmacy in 50 meters, bookshop and bars and restaurants in 100 meters, hospitals in 300 meters, department store, station and public transport in 500 meters, supermarket in 1.0 kilometer, beach in 1.3 kilometer.
				,
				,
				La Marsa, Tunis
			,School,Shop,Hospital,Transport,
						,
					,House for sale in Cité Erriadh. 4 rooms. 
					,
						,
					,House for sale in Cité Erriadh. 3 rooms. Robust door. 
					,
						,
					,House for sale in Bhar Lazreg. 4 large rooms. Reinforced door, security. ...
					,
						,
					,Home to buy in Bhar Lazreg. 9 comfortable rooms. Air conditioning. 
					,
						,
					,Very nice house for sale in Sidi Daoued. 5 lovely rooms. Parking spaces and...
					,
						,
					,House for sale in Ain Zaghouan Sud. 4 rooms. Parking spaces and terrace. ...
					,
						,
					,House for sale in Cité El Khalil. 4 large rooms. Cellar, Large terrace. ...
					,
						,
					,Very nice house for sale in Cité El Khalil. 5 large rooms. Well furnished. ...
					"
